ID,Site,Stratigraphic_unit,Raw_material,Class,Blank,Technology,Core_classification,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,File_list,Model_unit,#_of_polygons,Avg_edge_length(mm)/Resolution,Resolution_score,Scanner,Scan_software,Postprocessing_software,Coating
RF.b_10434,Fumane,A1,Scaglia.Rossa,Blank,Bladelet,Semi-cortical,NA,1-33%,Complete,382.7364197,601.168439,35.1,9.9,2.6,RF.b_10434.ply,1 unit = 1mm,56118,0.166763,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10435,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,245.8381805,491.31742,31.8,8.3,2.2,RF.b_10435.ply,1 unit = 1mm,45180,0.167371,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10436,Fumane,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,NA,0%,Complete,300.6340027,455.8740937,25.2,11.2,2.4,RF.b_10436.ply,1 unit = 1mm,42402,0.166891,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10437,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,217.1470184,352.6717314,21.1,8.6,2.4,RF.b_10437.ply,1 unit = 1mm,31856,0.168387,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10438,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,127.8204803,211.2051036,18.4,5.6,2.4,RF.b_10438.ply,1 unit = 1mm,18610,0.171064,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10439,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,116.2596817,212.9394492,21.5,5,2.6,RF.b_10439.ply,1 unit = 1mm,19224,0.169254,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10440,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,331.5901794,538.4852413,31.2,8.8,2.6,RF.b_10440.ply,1 unit = 1mm,51180,0.165037,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10441,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,331.5822144,469.9810791,26.8,9.9,3.4,RF.b_10441.ply,1 unit = 1mm,39338,0.175951,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10442,Fumane,A2,Maiolica,Blank,Bladelet,Semi-cortical,NA,1-33%,Complete,528.7562256,598.2686567,37.1,8.3,4,RF.b_10442.ply,1 unit = 1mm,52992,0.170775,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10443,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,135.5896301,324.4500528,21.7,8.9,1.4,RF.b_10443.ply,1 unit = 1mm,31212,0.164053,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10444,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,126.8199692,284.5292001,23,6.5,1.8,RF.b_10444.ply,1 unit = 1mm,25738,0.16915,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10445,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,90.18338776,201.4408312,18,5.5,1.5,RF.b_10445.ply,1 unit = 1mm,17626,0.172203,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10446,Fumane,A2,Maiolica,Blank,Bladelet,Semi-cortical,NA,1-33%,Complete,608.1968384,642.0944119,27.5,11.8,4.8,RF.b_10446.ply,1 unit = 1mm,57266,0.170092,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10447,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,77.10440063,198.581966,18,6.7,1.8,RF.b_10447.ply,1 unit = 1mm,18378,0.167257,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10448,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,126.2867126,220.3503674,15.4,7.6,2.3,RF.b_10448.ply,1 unit = 1mm,19702,0.169955,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10449,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,30.72018814,100.35429,14.4,4.4,1,RF.b_10449.ply,1 unit = 1mm,9148,0.16822,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10450,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,477.8572388,756.2353391,43.5,10.3,2.6,RF.b_10450.ply,1 unit = 1mm,71930,0.165138,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10451,Fumane,A2,Scaglia.Variegata,Blank,Blade,Optimal,NA,0%,Complete,595.9163208,755.0608185,36.2,13.1,3.2,RF.b_10451.ply,1 unit = 1mm,70956,0.166624,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10452,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,547.1374512,550.0186873,30.4,8.2,4.9,RF.b_10452.ply,1 unit = 1mm,48810,0.171054,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10453,Fumane,A2,Scaglia.Variegata,Blank,Blade,Maintenance,NA,33-66%,Complete,1262.269897,1068.767113,43.1,12.8,4.7,RF.b_10453.ply,1 unit = 1mm,97072,0.168842,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_10454,Fumane,A2,Maiolica,Blank,Blade,Semi-cortical,NA,1-33%,Complete,2694.987793,1704.226283,51.3,18,8.8,RF.b_10454.ply,1 unit = 1mm,421732,0.102862,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_10455,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1326.213013,1108.571581,40,19,4.3,RF.b_10455.ply,1 unit = 1mm,285046,0.101533,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_117,Fumane,A2,Maiolica,Tool,Blade,Optimal,NA,0%,Complete,1558.55127,1318.117611,42.3,19,4.9,RF.b_117.ply,1 unit = 1mm,330342,0.102796,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_1296,Fumane,A1,Scaglia.Rossa,Tool,Bladelet,Optimal,NA,0%,Complete,205.4304504,316.272771,24.8,7.1,2.4,RF.b_1296.ply,1 unit = 1mm,29238,0.167452,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_136,Fumane,A2,Maiolica,Tool,Blade,Semi-cortical,NA,1-33%,Proximal,2151.420654,1428.497171,41.6,20,6.4,RF.b_136.ply,1 unit = 1mm,356352,0.102861,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_1383,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,106.4478455,283.3467437,23.5,10.5,1.1,RF.b_1383.ply,1 unit = 1mm,27188,0.164315,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1395,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,195.0749969,301.3492362,26.6,6.5,2.6,RF.b_1395.ply,1 unit = 1mm,26214,0.172654,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1396,Fumane,A1,Scaglia.Rossa,Blank,Blade,Optimal,NA,0%,Proximal,828.8069458,715.4076722,30.3,13,4.7,RF.b_1396.ply,1 unit = 1mm,64386,0.169693,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1401,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,250.7778015,419.5069468,30.1,7.7,2.4,RF.b_1401.ply,1 unit = 1mm,38332,0.16776,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1424,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,964.4237671,924.5401349,40.8,11.4,3.6,RF.b_1424.ply,1 unit = 1mm,83218,0.169579,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1463,Fumane,A1,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,26.29324913,78.10425684,11.3,3.5,0.9,RF.b_1463.ply,1 unit = 1mm,6886,0.170798,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1464,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,196.2397919,332.9178865,24.3,8.5,1.8,RF.b_1464.ply,1 unit = 1mm,30784,0.167229,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1465,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,62.40808487,138.370573,16.3,4,1.2,RF.b_1465.ply,1 unit = 1mm,12712,0.167362,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1466,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,181.6424713,307.3409724,28,5.5,1.6,RF.b_1466.ply,1 unit = 1mm,28262,0.167442,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1467,Fumane,A1,Scaglia.Rossa,Tool,Blade,Optimal,NA,0%,Complete,750.9730225,1133.696204,43.2,17,2.4,RF.b_1467.ply,1 unit = 1mm,305976,0.094417,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_1490,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,226.6360779,399.750749,30.1,6.7,2.2,RF.b_1490.ply,1 unit = 1mm,36860,0.167672,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1492,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,401.2994995,545.1310277,35.5,8.1,3.3,RF.b_1492.ply,1 unit = 1mm,46072,0.174964,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1493,Fumane,A2,Scaglia.Rossa,Tool,Bladelet,Optimal,NA,0%,Complete,65.01209259,187.7716067,20.5,5.6,0.9,RF.b_1493.ply,1 unit = 1mm,15980,0.17479,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1494,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,290.4089355,502.9605622,30,9.9,1.8,RF.b_1494.ply,1 unit = 1mm,46350,0.168045,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_15,Fumane,A1,Scaglia.Rossa,Tool,Blade,Semi-cortical,NA,33-66%,Complete,4585.722168,2844.249332,72.7,21.8,7.6,RF.b_15.ply,1 unit = 1mm,400000,0.134851,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_1510,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,223.2881775,315.5580206,24,6.7,2.6,RF.b_1510.ply,1 unit = 1mm,27516,0.1725,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1517,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,84.85527802,190.8623288,18.8,5.7,1.7,RF.b_1517.ply,1 unit = 1mm,16124,0.175434,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1521,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Proximal,126.3441772,208.5703545,15.5,7.1,2.7,RF.b_1521.ply,1 unit = 1mm,19316,0.167183,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1522,Fumane,A2,Maiolica,Tool,Bladelet,Maintenance,NA,0%,Complete,399.114563,596.2193706,34.3,10.1,2.2,RF.b_1522.ply,1 unit = 1mm,55744,0.166053,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1523,Fumane,A2,Scaglia.Rossa,Tool,Bladelet,Optimal,NA,0%,Complete,107.5215912,234.1461216,22.6,5.8,1.5,RF.b_1523.ply,1 unit = 1mm,22028,0.166045,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1533,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,191.1199036,341.8504884,30,6.2,1.7,RF.b_1533.ply,1 unit = 1mm,28518,0.175487,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1534,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,392.825592,510.8945503,33.6,7.5,2.7,RF.b_1534.ply,1 unit = 1mm,44244,0.172863,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1537,Fumane,A2,Scaglia.Rossa,Tool,Bladelet,Optimal,NA,0%,Complete,168.0529175,270.4059403,23.3,6.3,2,RF.b_1537.ply,1 unit = 1mm,23066,0.173908,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1538,Fumane,A1,Scaglia.Rossa,Tool,Bladelet,Optimal,NA,0%,Complete,206.5131531,389.4903497,34.8,6.2,1.6,RF.b_1538.ply,1 unit = 1mm,36304,0.16671,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1539,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,64.71592712,160.1598468,15.8,6.5,1.1,RF.b_1539.ply,1 unit = 1mm,15020,0.166102,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1543,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,191.4262695,308.001848,24.2,6.9,2.2,RF.b_1543.ply,1 unit = 1mm,27416,0.170419,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1544,Fumane,A2,Scaglia.Rossa,Tool,Bladelet,Optimal,NA,0%,Complete,84.21753693,166.0755276,18.8,4.3,2,RF.b_1544.ply,1 unit = 1mm,14568,0.171961,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1545,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,64.11791229,173.159339,20.4,4.7,0.9,RF.b_1545.ply,1 unit = 1mm,15450,0.170465,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1547,Fumane,A2,Scaglia.Rossa,Tool,Bladelet,Semi-cortical,NA,1-33%,Complete,359.6580505,526.5945013,32.4,8.3,2,RF.b_1547.ply,1 unit = 1mm,43836,0.176066,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1548,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,275.4084778,410.3376051,34.5,6.1,2.4,RF.b_1548.ply,1 unit = 1mm,37510,0.168251,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1549,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,404.8900757,602.9088167,39,9.8,1.8,RF.b_1549.ply,1 unit = 1mm,56742,0.166078,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1550,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,91.90357208,194.4356388,19.7,5.6,1.5,RF.b_1550.ply,1 unit = 1mm,17000,0.171801,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1551,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,120.3217621,268.1873427,26,5.8,1.5,RF.b_1551.ply,1 unit = 1mm,23302,0.172928,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1552,Fumane,A2,Undetermined,Tool,Bladelet,Optimal,NA,0%,Complete,456.7140503,623.849052,44,7.2,2.5,RF.b_1552.ply,1 unit = 1mm,56938,0.16835,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1553,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,30.88651085,89.00977691,13.6,3.7,0.8,RF.b_1553.ply,1 unit = 1mm,7576,0.173941,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1554,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,65.53401184,135.5902899,17.5,3.5,1.5,RF.b_1554.ply,1 unit = 1mm,11802,0.171966,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1555,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,41.02185059,115.6379741,18.6,2.9,1.1,RF.b_1555.ply,1 unit = 1mm,9902,0.174523,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1556,Fumane,A2,Scaglia.Rossa,Tool,Bladelet,Optimal,NA,0%,Complete,36.28462982,113.6299754,16.8,3.7,0.6,RF.b_1556.ply,1 unit = 1mm,10412,0.167853,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1557,Fumane,A2,Scaglia.Rossa,Tool,Bladelet,Optimal,NA,0%,Complete,498.9239502,651.0390413,41.2,8.3,2.3,RF.b_1557.ply,1 unit = 1mm,60484,0.167056,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1563,Fumane,A1,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,135.0310364,274.0215431,24,5.8,1.8,RF.b_1563.ply,1 unit = 1mm,23808,0.172811,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1565,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,97.21878052,242.4726236,22,6.5,1.2,RF.b_1565.ply,1 unit = 1mm,23346,0.164013,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1566,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,152.0944214,305.3231364,23.5,7,1.6,RF.b_1566.ply,1 unit = 1mm,28640,0.165895,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1568,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,62.54245377,156.314314,17.5,5,1.1,RF.b_1568.ply,1 unit = 1mm,13218,0.174344,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1572,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,165.6535492,354.5512922,36.6,4.4,1.8,RF.b_1572.ply,1 unit = 1mm,31832,0.169705,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1573,Fumane,A1,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,325.6226501,468.4982891,35.3,7.3,2.4,RF.b_1573.ply,1 unit = 1mm,42154,0.169602,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1574,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,188.3239288,352.11758,27.5,6.6,1.5,RF.b_1574.ply,1 unit = 1mm,32594,0.167704,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1577,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,268.2374878,471.5114501,30.4,9.2,1.9,RF.b_1577.ply,1 unit = 1mm,44708,0.165133,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1578,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,131.0354614,219.5986295,23.1,5.3,2.4,RF.b_1578.ply,1 unit = 1mm,19168,0.172426,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1579,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,107.7190247,241.353143,26,5.3,1.1,RF.b_1579.ply,1 unit = 1mm,20994,0.172752,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1580,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,395.6842957,571.7313404,38.5,7.8,2.5,RF.b_1580.ply,1 unit = 1mm,51322,0.169596,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1581,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,741.0968018,896.2054282,51.6,9.7,3.5,RF.b_1581.ply,1 unit = 1mm,77824,0.172911,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
